;Mali;Niger;Burkina Faso;Uzbekistan;TFYR Macedna;Syria;Guadeloupe;Qatar;Tajikistan;Bermuda;Kyrgyzstan;Chad;Jordan;Bosnia Herzg;Liberia;Georgia;Ecuador;Mexico;El Salvador;Honduras;Colombia;Venezuela;Egypt;Morocco;Madagascar;Mozambique;Senegal;Tanzania;Canada;USA;Argentina;Chile;Peru;Uruguay;Israel;Japan;Oman;Saudi Arabia;India;Indonesia;Korea Rep.;Pakistan;Philippines;Singapore;Thailand;Taiwan;China;Denmark;France,Monac;Germany;Ireland;Italy;Portugal;Spain;UK;Norway;Sweden;Russian Fed;Australia;New Zealand;Mauritania;Belgium-Lux;Netherlands;Libya;Seychelles;Brazil;Costa Rica;Malaysia;Greece;South Africa;Angola;Zimbabwe;Untd Arab Em;Turkey;Iceland;Switz.Liecht;Tunisia;Ghana;Mauritius;Greenland;Nicaragua;Bahamas;Cuba;Haiti;Jamaica;Trinidad Tbg;Belize;Guyana;Panama;Suriname;Iran;Bangladesh;Myanmar;China HK SAR;Viet Nam;Finland;Estonia;Latvia;Lithuania;Poland;Fiji;Dem.Rp.Congo;Guinea;Kenya;Nigeria;Uganda;Zambia;Slovenia;Guatemala;Barbados;Dominican Rp;Bahrain;Yemen;Cambodia;Sri Lanka;Kazakhstan;Bulgaria;Romania;Croatia;Papua N.Guin;Samoa;Paraguay;Cyprus;Ukraine;Gabon;Cote Divoire;Sierra Leone;Kuwait;Azerbaijan;Korea D P Rp;Malta;Czech Rep;Togo;Bolivia;Nepal;Gibraltar;Yugoslavia;Benin;Belarus;Hungary;Austria;Algeria;Cameroon;Lebanon;Armenia;Slovakia;Albania;Malawi;Ethiopia;Iraq;Mongolia
Belize;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.7924225E-4;0.002499679;0;0;0;0;0;0.004276095;0;0;0;0;0;0;0;0;0;6.175126E-5;0;0;0;0;0;0.0014236629;2.1224825E-4;0.006196153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0028057804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.302702E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guyana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013066122;0;0;0;0;0;0;6.259684E-4;0.0042629237;0;0;0;0;0;1.2334656E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1198994E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Panama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17449825;0.0056443913;0;0;0.0093387645;0;0;0;0;0;0;0;0.0010974425;0.0143956235;0;0;0;0;0;0.0012182287;0;0;0;0;0;0;0;0;7.4091926E-4;4.74362E-4;0;0;0.002319912;6.6438675E-5;0;1.1729041E-4;0;0.011980235;6.2102605E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021800665;0;4.1948888E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0029201056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0114823505;0;0;0;0;0;0;4.7680145E-4;0.0014968117;0;0;0;0;0;0.0017141948;0;0;0;0;0;0;0;0;0;0;0;0;0.0013934174;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005516831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7844875E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3140896E-4;0;0;0;0;0;0;0.0012269355;0;0;0;0;0;0;0;4.1956297E-4;0.0031124118;5.6137513E-5;0.0014486824;0;0.002567781;0.0025413765;0;5.629204E-4;4.7810562E-4;0.0058061206;0.0020596588;0;0;2.4994276E-4;5.725051E-4;0;0;0.0028879147;7.7244325E-4;0;0;0;0;0;0;0;0;0;0.013475139;0;0;0.005453355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.654305E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07184188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bangladesh;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00359954;0.011171658;0;0;0;0;0;0.0029923231;0;0.025190035;0.98013604;0;0;0;0;0.010235068;0.027420899;0.0063828356;0.0010289706;0.00321468;0.0015224974;0.0036607322;0;0;0;0;0.013516422;0.0018942986;0;0.0018173408;8.942619E-4;0;0;0.021137182;0.014237508;0;0;0;0;0.01830652;0;0;0;0;0;0;0;0.012282741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011156515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0039018593;0;0;0;0;0;0;0;0;0;0
Myanmar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0070818774;2.3010635E-4;0;0;0;0;0;0.0040604398;0;0;0.012793751;0;0;0;0;0.088598095;0.014121535;8.13994E-4;2.3317317E-4;0;5.145559E-5;0.0015012809;0;0;0;0;0.004781434;0;0;0;0.011427912;0;0;0.002907527;0.0041457713;0;0;0;0;0.026371147;0;0;0;0;0;0;0;6.866792E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010380953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0018023817;0;0;0;0;0;0;0;0;0;0
China HK SAR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008093194;0.0017784592;0;0;0;0;0;0.0052334415;0;0;0;0.011181834;0.0055740965;0;0.03081573;0.025210066;0.003313479;0.025921497;0.004744698;0;4.7339145E-5;2.3039845E-4;0;5.3681502E-5;1.3894602E-4;9.656568E-5;0.0018453347;3.2926202E-4;0;0;0.0032197866;0;0;0;5.127893E-4;0;0;0;0;0.0019471104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Viet Nam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008661449;0.011548839;0;0;0;0;0.0084434515;0.03063332;0;0;0;0.03199725;0.02126117;0;0;0.037991993;0.034959547;0.01307162;0.005454748;0.0013899773;0.0033746047;0.0049467674;0;0.0045228503;2.5491673E-4;0.0010938311;0.005646201;0.0027903914;0;0;0.040370487;0;0;0.021306828;0.020462684;0;0;0;0;0.025174342;0.002512607;0;0;0;0;0.0031533993;0;0.022785993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.040864743;0;0;0;0;0;0.0011181951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0023421058;0;0;0;0;0;0;0;0;0;0
Finland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.109873E-4;6.0504644E-5;0;0;0;0;0;4.434833E-4;0;0;0;0;0;0;0;0;0;0;0;0.0035578844;0;1.2899205E-4;0;0;0;0;0;2.3131698E-4;0.0037396615;0.017047498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06595216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010093628;5.944316E-5;0;0;0;0;0;2.7732822E-5;0;0;0;0;0;0;0;0;6.8583235E-4;0;0.0015930993;0.0043292767;1.9200286E-4;0.0017410042;0;0;0;0;2.4047251E-4;0.004918091;0.009643808;0.035926353;0;0;0;0;0.008488184;0;0;0;0;0;0;0;0;0;0;0;0;0.012686199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015363539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046117518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022781188;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020450227;0;0;0;0;0
Latvia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.078779E-4;6.994007E-5;0;0;0;0;0.0042139934;0;0;0;0;0;0;0;0;0;0;0;0;0.004858792;0;1.476415E-4;0;0;0;6.727699E-5;0;0;0.005877288;0.047110707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15516044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014284978;0;0;0;0;0;0;0;0.0071394574;0;0;0;0;0;0.007120105;0;0;0;0;0
Lithuania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0031218508;0;0;0;0;0;8.2733453E-4;1.7655488E-5;0;0;0;0;0;0;0;0;0.0011086245;0;0;0.003737658;3.616593E-5;0.0015012809;0;0;0;0;0;0.0010711435;5.055732E-4;0.007070811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017637828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03292124;0;0.0039275005;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008534887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.871237E-4;5.8841653E-4;0;0;0;0;0;5.6666863E-4;0;0;0;0;7.381053E-4;0;0;0;0;0;0.00214068;0.013559837;0.0046627587;0.041870352;0;0;0;1.7863202E-4;0.0019037017;0.0023965272;0.0026589988;0.0146601945;0;0;0;0.00222796;0.011911487;0;0;0;0;0;0;0;0;0;0;0;0;0.01247779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028790586;0.0090248985;0.057746258;0;0;0;0;0;0;0;0;0.0095524015;0;0;0;0;0;0;0;0;0;0.047076933;0;0;0;0;0;0.080180086;0;0;0;0;0;0;0;0.093999796;0;0;0;0;0.011540136;0;0.3875084;0.19562113;0.0016835433;0;0;0;0;0.064402156;0;0;0;0;0
Fiji;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011427252;0.0024665373;0;0;0;0;0;6.9348176E-4;0;0;0;0;5.5311184E-4;0;0;0;3.7459115E-4;1.9367442E-4;0;0;0;8.058118E-4;0;0;0;0;0;0;0;0;5.170298E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0025204173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dem.Rp.Congo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.807038E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.3515392E-5;0;0;0;0;5.3230808E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guinea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3942384E-5;0;0;0;0;0;5.091875E-4;0;0;0;0;0.0010464278;0;0;0;0;0;0;0;0.0018603401;0;0;2.989251E-4;1.3128758E-4;0.0011007908;0;0;0;0;0;0;0;0;1.9012316E-4;0;0;0;0;0;0.006639203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0023099533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kenya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3469065E-4;0;0;0;0;0.15495124;4.3509895E-4;0;0;0;0;0;0;0;0.011736424;0;0;0;0;8.641599E-4;4.6507074E-4;0;0.0073687057;0.0075282487;5.6257486E-5;7.050747E-5;0;1.864301E-4;0;0.014175049;0;0;6.4622605E-4;0.0038502654;0;0;0;0;0.0015880688;0.011470597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00635382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nigeria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.444703E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004197306;6.8769856E-5;0;4.1548014E-5;0.016762141;0.002282778;4.641353E-4;0;0;0;0;0;0;0.0020857705;0.018679872;0;0;0;0;0;0;0;0;0;0;0;0;5.156774E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uganda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.435422E-5;0;0;0;0;0.0033402664;2.664447E-4;0;0;0;0;0;0;0;0;0;0;0;0;8.0711767E-4;9.313071E-4;0;0;7.8553736E-4;0;4.0670205E-4;0;0;0;0.0058426587;0;0;0.02521066;0.008418653;0;0;0;0;0.0017215586;0.006470051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0018999672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0084086945;0;0;0;0;0;0;0;0;0;0;0
Zambia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2619877E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.118421E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20321587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.213349E-4;0;0;0;0;0;0;3.528229E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04770042;0;0;0;0;0;0;0;0;0;0;0;0.007552976;0.012828116;0;0;0;0;0;0;0;0;0.010636033;0;0;0;0;0.0051928586;0;0;0;0;0
Guatemala;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024970844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.09092E-4;0;0;0.002098212;0;0;6.949181E-5;0;8.5575174E-4;1.6716341E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barbados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0215391E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominican Rp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2619876E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bahrain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.40932E-5;0;0;0;0;0;0;0.034355827;0.029626636;0;0;0;0;0;0;2.1208469E-4;0;0;0;2.8138858E-4;0;0;0;4.901403E-4;1.6413267E-4;0;0;0;0;0;0;0;1.2257702E-4;0;0;0;0;0;0;5.21551E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yemen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9628772E-5;0;0;0;0;0;2.9264577E-4;0.31533742;0.114267126;0;0;0;0;0;0.0011248824;0.00386848;2.2455006E-5;0;0;8.606315E-4;0;0;2.6105388E-4;0;4.6832906E-4;0;0;0;0;0;0;0;0;0.0014492817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004179027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cambodia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.9182137E-5;0;0;0;0;0;2.3137558E-4;0;0;0;0;0;0;0;0.0031342488;0.0012119126;0;0;0;0;0.001700597;0;0;0;0;2.3813781E-4;0;0;0;0.0010850969;0;0;6.570128E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006297825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sri Lanka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0012601006;0;0;0;0;0;0.0052624643;0;0;0;0;0;0;0;0.011244288;0.0027116544;0.0013501073;0;0;0.0020667505;6.9119537E-4;0;1.08466054E-4;1.4222821E-4;3.3348508E-5;9.819682E-4;0;0;0;2.5074836E-4;0;0;6.0405955E-4;8.897764E-4;0;0;0;0;0;0;0;0;0;0;0;0;0.0035696633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003278602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.170147E-4;0;0;0;0;0;2.1686421E-5;0;0;0;0;0;0;0;0;0;0;1.8202551E-4;0;1.7788932E-4;0.0019624664;0;0;0;0;0;0;0;0.019523567;0;0;0;0;5.442954E-4;0;0;0;0;0;0;0;0;0;0.002960364;0.0037493173;0;6.198816E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00531606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59481037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bulgaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.505414E-5;0;0;0;0;0;1.7470065E-4;0;0;0;0;0;0;0;0;0;0;0;0;3.5283833E-6;1.3482E-4;0;0;0;0;0;0;0;0;0;0;0;0;0.008211148;0;0;0;0;0;7.188946E-4;0;0;0;0;0.025624473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023671152;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020885977;0;0;0;0;0.032660764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.845708E-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15084316E-4;0;0;0;0;0;0;0;0;0;0;0.0039360924;0;0;0;0;0;6.660347E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.7244781E-5;0;0;0;0;0;4.5493114E-4;0;0;0;0;0;0;0;0;0;5.894439E-5;0;0;4.5280918E-5;0;0;0.0042235577;0;0;0;0;0;0;4.038602E-4;0;0;3.4419628E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2318433E-4;0;0;0;0;0;0;0;0.121335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051660564;0;0;0;0;0;0;0;0.012137078;0.019638037;0;0;0;0;0.0456918;0;0;0;0;0
Papua N.Guin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.261582E-4;0;0;0;0;0;9.1744045E-4;0;0;0;0;0.0019433658;0;0.12341489;0.0017100027;0.039198484;8.58904E-4;0;2.3779152E-4;1.8935658E-4;0.0011768582;0;0;0;0;0;0;0;0;0.0059292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004612183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Samoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6069996E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;5.783165E-4;0.0032983301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8102324E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
